date_day;ad_id;city_id;category_id;amount_spend_to_promote_ads
2021-02-12;61447011;26;101;11.09
2021-03-26;61612907;26;102;11.09
2021-03-23;61486070;26;101;22.18
2022-03-03;62838276;26;101;22.19
2021-03-03;61488377;26;101;22.19
2021-02-15;61512956;26;102;22.19
2022-02-07;62555426;26;101;22.19
2022-02-15;62081012;26;101;22.19
2022-02-28;62698419;26;102;22.19
2021-03-01;61503360;26;102;11.09
2022-02-12;62765462;26;102;22.19
2022-02-22;62754778;26;101;19.97
2022-03-18;62659931;26;101;22.19
2021-02-17;61147010;26;101;11.09
2021-03-04;58926284;26;102;22.19
2022-02-17;62778004;26;102;22.19
2021-03-15;61626637;26;201;61.03
2022-02-27;62768572;26;102;22.19
2021-03-09;61366250;26;101;22.19
2022-03-27;62921936;26;102;22.19
2022-02-28;62822400;26;101;355.18
2021-03-09;61389895;26;101;11.09
2021-03-12;61615788;26;102;38.84
2022-02-07;62377824;26;101;22.19
2022-03-11;62845061;26;101;22.19
2021-03-22;61626400;26;101;11.09
2022-03-01;62829073;26;101;19.97
2021-02-15;61513929;26;102;22.19
2021-03-22;36853464;26;102;11.09
2022-03-12;62870602;26;102;22.19
2021-03-29;61633854;26;101;11.09
2022-03-31;62448317;26;101;18.86
2021-03-26;61660636;26;102;11.09
2021-03-28;61036305;26;102;11.09
2021-03-04;61563230;26;101;11.09
2021-03-11;61348285;26;101;11.09
2021-02-07;61417583;26;102;61.03
2022-03-27;62921818;26;102;22.19
2022-03-22;62906022;26;101;18.86
2022-02-05;62739255;1004;101;22.19
2021-02-09;61346756;1004;101;22.19
2022-03-06;62101049;1004;101;22.19
2022-03-18;62890578;1004;101;22.19
2021-03-09;61514060;1004;201;33.28
2022-03-16;62883520;1004;102;19.97
2021-02-15;61192764;1004;201;22.19
2022-02-18;62735175;1004;102;22.19
2021-03-29;61505754;1004;101;11.09
2022-02-10;62754884;1004;101;22.19
2021-03-17;61115373;1004;101;38.84
2022-02-12;62763906;1004;101;22.19
2021-02-01;61455449;26;202;49.93
2022-03-18;62751185;26;101;19.97
2021-02-04;61013055;26;102;11.09
2021-03-07;61574280;26;101;11.09
2021-02-11;61354931;26;101;11.09
2021-02-01;61230391;26;101;11.09
2021-02-23;61494869;26;102;11.09
2022-02-08;60647324;26;101;22.19
2022-02-19;62680545;26;101;18.86
2021-02-26;61550668;26;101;11.09
2021-03-03;61201477;26;101;38.84
2022-03-09;62539937;26;101;19.97
2021-03-22;61648734;26;101;49.93
2021-02-17;61524068;26;102;22.19
2022-02-16;62523985;26;101;19.97
2022-03-11;62710621;26;101;22.19
2022-03-27;62810379;26;101;22.19
2021-02-02;61368556;26;101;11.09
2022-02-24;62812525;26;101;18.86
2021-02-25;61548695;26;101;22.19
2021-03-15;61624056;26;101;22.19
2021-02-19;52177263;26;201;11.09
2021-02-25;61555514;26;102;22.19
2021-02-07;61482402;26;101;22.19
2021-03-12;61529748;26;101;11.09
2022-02-26;62819551;26;102;22.19
2021-03-11;61612287;26;101;22.19
2021-02-07;61023997;26;101;22.19
2021-03-03;60664653;26;101;11.09
2021-03-08;61569102;26;101;11.09
2021-03-06;61584261;26;101;11.09
2022-03-10;62489773;26;101;19.97
2021-02-12;61456495;26;102;11.09
2021-03-01;61545000;26;202;11.09
2021-03-16;60703798;26;102;11.09
2022-03-18;62894455;26;201;22.19
2021-02-02;61428219;26;101;11.09
2021-02-24;61252631;26;101;11.09
2021-03-26;61469504;26;101;11.09
2022-03-18;62454873;26;101;19.97
2021-03-09;61577793;26;101;55.49
2022-02-12;62765253;26;102;22.19
2022-03-28;62665305;26;101;19.97
2022-03-23;62123470;26;101;18.86
2021-02-07;61382100;26;102;27.74
2021-02-17;61397636;26;102;11.09
2021-02-05;60981189;26;101;11.09
2022-03-10;62634228;26;101;19.97
2022-03-29;62879575;26;101;22.19
2021-03-11;61612797;1004;101;22.19
2022-02-26;62819807;1004;102;22.19
2021-03-18;61642572;1004;102;22.19
2022-02-03;62730802;1004;201;22.19
2022-03-16;62883252;1004;101;22.19
2021-03-14;61620694;1004;101;22.19
2022-02-10;62749048;1004;101;22.19
2021-03-22;60480532;1004;102;11.09
2021-03-20;61648606;26;102;22.19
2022-02-05;62739054;26;102;22.19
2022-02-23;62603771;26;101;22.19
2021-03-15;61626561;26;101;38.84
2021-03-25;61095649;26;202;22.19
2021-03-29;61652704;26;101;11.09
2021-03-05;61447179;26;101;22.19
2022-03-29;62823359;26;101;66.59
2021-03-23;61405494;26;101;38.84
2021-02-03;61256245;26;101;11.09
2021-03-31;61480947;26;101;11.09
2021-02-01;61307575;26;101;11.09
2021-02-18;61422652;26;101;11.09
2021-03-29;61566591;26;101;11.09
2021-03-29;61513579;26;101;61.02
2021-03-05;61565794;26;101;38.84
2021-03-27;61597563;26;101;11.09
2021-03-15;61622604;26;102;38.84
2021-03-15;61486070;26;101;33.28
2022-02-06;62457527;26;101;18.86
2022-03-03;62839143;26;101;19.97
2021-03-30;61685026;26;102;22.19
2022-03-16;62658313;26;101;22.19
2021-03-16;61631914;26;101;22.19
2022-03-12;62870379;26;102;22.19
2021-03-22;61581391;26;101;11.09
2022-02-07;62695245;26;101;56.60
2021-03-20;61513899;26;201;33.28
2021-02-17;61520516;26;102;22.19
2021-03-10;61507481;26;102;11.09
2021-02-17;61521626;26;101;61.03
2021-02-28;61564102;26;101;22.19
2021-02-04;61439801;26;102;11.09
2022-02-16;62777176;26;101;18.86
2021-03-04;61486941;26;101;38.83
2021-03-26;61594947;26;101;11.09
2021-02-22;61467220;26;102;11.09
2021-03-01;61427874;26;102;11.09
2021-03-12;61507486;26;102;11.09
2022-02-22;61610737;26;201;18.86
2021-02-01;61380349;26;102;11.09
2021-03-23;61516958;26;102;11.09
2021-02-15;61511670;26;101;22.19
2022-02-16;62771004;26;101;22.19
2021-03-03;61346938;26;102;11.09
2021-02-01;61457748;26;101;61.03
2021-03-16;61546094;26;101;11.09
2021-03-11;61546094;26;101;22.19
2021-02-15;60240971;26;101;11.09
2021-03-10;61513214;26;101;11.09
2021-02-01;61347923;26;101;22.19
2021-03-24;61261042;26;101;11.09
2022-02-14;62637097;26;101;18.86
2021-02-21;59361350;26;201;11.09
2022-03-21;62901798;1004;101;22.19
2022-03-16;62756463;1004;101;22.19
2021-02-19;61525122;1004;102;22.19
2022-03-03;62839824;1004;102;22.19
2021-03-16;61630824;1004;101;22.19
2022-02-19;62522055;1004;101;22.19
2021-03-29;61175076;1004;101;11.09
2021-03-04;58478216;1004;101;22.19
2021-02-24;61512492;1004;101;11.09
2022-03-30;62795869;1004;101;19.97
2022-03-25;62898124;1004;101;18.86
2021-02-02;61444594;26;101;22.19
2021-02-10;61478796;26;102;22.19
2021-02-24;61526929;26;101;11.09
2021-02-01;61460047;26;102;61.03
2022-03-03;62763054;26;101;22.19
2021-03-10;61384982;26;101;66.59
2021-02-27;61290568;26;101;49.93
2021-03-15;53908588;26;102;11.09
2021-03-25;61645723;26;101;11.09
2021-02-25;61554729;26;102;33.28
2022-02-14;62769197;26;101;22.19
2021-03-03;61572599;26;101;22.19
2021-03-21;60116733;26;101;11.09
2021-02-24;61379946;26;102;66.58
2021-02-27;61562087;26;102;22.19
2021-03-15;60974978;26;102;11.09
2021-03-08;61472376;26;101;27.74
2021-03-23;61581555;26;201;38.84
2021-03-16;61626949;26;101;22.18
2021-03-02;61500058;26;101;38.84
2021-02-08;60907681;26;101;11.09
2021-02-26;61289836;26;102;11.09
2021-02-26;61503360;26;102;11.09
2022-03-29;62896825;26;102;18.86
2021-02-17;61360828;26;101;11.09
2021-02-03;61410366;26;102;11.09
2021-02-27;60928952;26;101;11.09
2021-02-26;61533075;26;102;22.19
2021-03-21;61496357;26;201;11.09
2021-03-13;55299640;26;102;11.09
2021-03-21;61649724;26;102;22.19
2021-03-08;61272406;26;102;11.09
2021-03-26;61439667;26;101;22.19
2021-03-23;61591811;26;102;11.09
2022-03-25;62912057;26;102;19.97
2021-02-08;61307512;26;101;11.09
2021-03-01;59245252;26;102;11.09
2022-03-02;62833247;26;101;22.19
2021-02-14;60669247;26;101;38.84
2021-03-20;61632421;26;102;33.28
2021-02-16;61513815;26;101;33.28
2021-03-14;61600595;26;101;11.09
2022-02-20;62783436;26;101;19.97
2022-03-22;62902409;26;101;22.19
2021-03-15;61190335;26;101;11.09
2022-03-25;62903356;26;101;19.97
2021-03-24;61626551;26;201;55.49
2021-03-27;61650470;26;102;11.09
2021-03-20;61551006;26;101;11.09
2021-03-22;61581267;26;102;11.09
2021-02-16;61376636;26;102;22.19
2022-03-11;62867240;26;101;22.19
2021-02-23;61255049;1004;102;49.93
2021-03-02;61356475;1004;101;49.93
2022-03-01;62790082;1004;101;19.97
2021-02-23;61546309;1004;101;27.74
2021-02-14;61354289;1004;102;38.84
2021-03-19;61208021;1004;101;11.09
2022-03-08;62852542;1004;101;22.19
2022-03-04;62718872;1004;101;19.97
2022-02-25;62814789;1004;101;22.19
2022-03-03;62829954;1004;101;22.19
2021-03-30;61401187;1004;102;11.09
2021-03-12;61365327;26;102;22.19
2021-02-15;60978462;26;101;11.09
2022-03-05;62842037;26;101;19.97
2022-02-16;62779243;26;102;22.19
2022-03-07;62828375;26;101;18.86
2021-02-10;61354931;26;101;11.09
2021-03-26;61503570;26;101;11.09
2021-03-17;61572272;26;102;11.09
2022-02-23;62789545;26;102;18.86
2021-03-10;61230391;26;101;11.09
2021-03-15;61176467;26;101;11.09
2021-02-16;61515537;26;101;22.19
2022-03-09;62836452;26;101;22.19
2021-03-22;61578995;26;101;11.09
2022-03-04;62842933;26;101;22.19
2021-03-09;61464079;26;101;77.68
2021-03-31;61505370;26;101;11.09
2021-02-27;61379946;26;102;11.09
2021-02-13;61437736;26;102;11.09
2021-03-28;60599168;26;201;38.84
2022-02-05;62055503;26;201;66.59
2022-02-01;62724349;26;101;18.86
2021-03-16;61626345;26;101;11.09
2022-03-10;62672576;26;101;19.97
2022-03-06;62506526;26;101;19.97
2022-02-01;62430057;26;102;22.19
2021-03-25;61575721;26;101;49.93
2022-02-19;62788642;26;102;19.97
2021-02-27;61561859;26;102;22.19
2021-03-12;61472699;26;102;11.09
2021-03-05;61343728;26;101;22.19
2021-02-14;60931360;26;101;61.03
2022-02-16;62716621;26;101;18.86
2022-02-05;62738853;26;102;22.19
2021-02-19;61527638;26;101;77.68
2021-03-23;61625856;26;101;38.84
2021-02-15;61369324;26;101;27.74
2022-03-01;62830080;26;101;18.86
2022-02-08;62746855;26;101;22.19
2022-03-07;62850984;26;101;19.97
2022-03-27;62921461;26;102;22.19
2021-03-22;61111816;26;101;11.09
2021-03-11;61574657;26;101;77.68
2021-03-09;61598784;26;101;38.84
2022-02-25;62539754;26;101;19.97
2022-03-28;62700946;26;201;18.86
2021-03-05;61472752;26;102;11.09
2022-03-22;62848974;26;101;19.97
2021-02-17;61524152;26;102;22.19
2021-02-04;60677851;26;101;11.09
2022-03-26;62921335;26;102;22.19
2021-03-09;61588057;26;101;22.19
2022-03-12;62869039;26;101;22.19
2021-03-22;61556097;26;101;11.09
2021-02-06;61480455;26;102;22.19
2022-03-02;62830895;26;102;22.19
2022-03-24;62755477;26;101;66.59
2022-02-01;62595882;1004;101;22.19
2022-02-12;62765341;1004;102;22.19
2022-03-03;62715106;1004;102;22.19
2022-03-06;62785351;1004;101;22.19
2021-03-14;61620593;1004;101;22.19
2021-02-25;61542139;1004;101;11.09
2022-02-04;62735463;1004;101;22.19
2022-03-08;62694233;1004;101;19.97
2021-02-01;61401187;1004;102;11.09
2021-03-31;60199288;1004;102;22.19
2021-02-20;60682758;26;202;33.28
2021-02-23;61510248;26;102;38.84
2022-03-28;61333943;26;102;22.19
2021-03-08;61392118;26;101;27.74
2022-02-24;62791169;26;102;22.19
2021-02-15;61486814;26;102;27.74
2021-02-18;61524514;26;102;22.19
2021-02-23;61376172;26;101;22.19
2022-03-05;62708619;26;101;18.86
2021-03-12;53908588;26;102;38.83
2022-02-17;62780482;26;101;22.19
2021-03-07;61264244;26;101;138.71
2021-03-20;61648593;26;102;22.19
2022-02-10;62691884;26;101;56.60
2022-03-08;62723701;26;101;19.97
2021-02-14;60578631;26;101;11.09
2022-02-14;62767585;26;101;19.97
2022-03-19;62896447;26;102;19.97
2021-03-28;61594422;26;101;11.09
2021-03-30;61597181;26;102;27.74
2022-02-22;62804239;26;101;22.19
2022-02-11;62711860;26;101;22.19
2021-02-28;60406581;26;101;33.28
2022-02-10;62757662;26;101;22.19
2022-02-22;62693345;26;101;22.19
2021-03-15;61593308;26;101;22.19
2022-02-28;62663397;26;101;75.46
2021-02-15;61429879;26;102;11.09
2021-03-25;61667122;26;101;77.68
2022-02-15;62774780;26;101;19.97
2022-03-21;62872124;26;101;22.19
2021-03-21;61649481;26;102;22.19
2021-03-26;61670598;26;101;22.19
2022-03-09;62859078;26;101;22.19
2021-02-03;61469206;26;101;55.49
2022-03-29;62864059;26;101;19.97
2022-02-05;62415159;26;102;22.19
2021-02-26;61557975;26;101;22.19
2021-02-17;61494857;26;101;61.03
2021-03-30;61005135;26;202;11.09
2021-03-10;61600595;26;101;33.28
2021-03-16;61629501;26;101;38.84
2021-03-16;61629167;26;101;55.49
2021-03-23;61594608;26;101;11.09
2022-02-05;62738218;26;101;19.97
2022-03-13;62871280;26;101;22.19
2021-03-30;61673034;26;102;22.19
2021-02-04;61470336;26;101;27.74
2021-02-09;61370509;26;102;22.19
2021-03-30;61531742;26;102;22.19
2021-03-04;59361350;26;201;11.09
2021-02-04;61397636;26;102;11.09
2022-03-18;62383888;1004;101;19.97
2022-03-22;62902564;1004;101;22.19
2021-03-01;61191647;1004;101;22.19
2022-03-17;62304272;1004;101;22.19
2022-03-26;62903098;1004;101;18.86
2022-02-24;62812860;1004;101;88.78
2021-03-25;61545032;1004;101;11.09
2022-03-31;62897867;1004;102;18.86
2021-02-01;61176323;1004;101;11.09
2021-03-28;61509769;1004;101;11.09
2022-03-18;62892570;1004;101;22.19
2022-02-05;62558478;1004;101;22.19
2022-02-18;62788531;1004;101;22.19
2022-03-14;62876124;1004;101;19.97
2021-02-25;61522409;1004;101;22.19
2022-03-04;62598646;1004;101;22.19
2022-02-11;62537474;26;102;22.19
2022-02-07;62731573;26;102;18.86
2021-03-28;61473692;26;101;38.84
2022-03-17;62856227;26;101;19.97
2021-03-20;61513912;26;102;33.28
2022-03-23;62786521;26;101;18.86
2022-03-23;62907288;26;101;19.97
2021-03-19;60135233;26;201;49.93
2021-03-21;60135233;26;201;199.73
2022-02-24;62440579;26;101;18.86
2021-03-26;61426087;26;102;11.09
2022-03-06;62710668;26;102;19.97
2021-03-30;61656944;26;101;11.09
2021-03-10;61587957;26;102;11.09
2021-03-01;61348732;26;101;11.09
2021-03-02;61447383;26;102;72.12
2021-03-26;60673935;26;101;11.09
2021-02-08;60691589;26;101;22.19
2021-02-28;61563220;26;102;61.03
2022-02-10;62416462;26;101;18.86
2021-02-27;61562167;26;102;22.19
2022-03-12;62870396;26;102;22.19
2021-03-12;61381889;26;102;38.84
2021-03-29;61409676;26;101;49.93
2021-03-16;61628600;26;102;22.19
2022-02-01;62718708;26;101;22.19
2021-02-08;61360828;26;101;49.93
2022-02-16;62775889;26;101;19.97
2021-02-01;61438407;26;101;11.09
2022-03-18;62881321;26;101;22.19
2021-03-08;61559071;26;101;11.09
2021-02-22;60406581;26;101;11.09
2021-03-31;61497842;26;101;66.59
2022-03-23;62791305;26;101;18.86
2021-03-10;61548810;26;102;11.09
2021-03-15;61594947;26;101;11.09
2021-02-27;61435842;26;101;22.19
2021-02-27;61562007;26;102;105.43
2021-03-30;61652412;26;102;11.09
2021-02-12;61241943;26;101;22.19
2022-03-01;60678958;26;101;22.19
2022-02-21;62448317;26;101;18.86
2021-03-20;60907176;26;102;11.09
2021-03-30;61526878;26;101;22.19
2021-02-26;61445171;26;102;27.74
2021-02-01;60677851;26;101;77.68
2021-02-22;61201606;26;102;11.09
2022-02-08;62721220;26;101;79.90
2021-02-08;61233522;26;102;11.09
2021-02-01;61453288;26;101;61.03
2021-02-02;60978880;26;102;11.09
2022-03-19;62896451;26;102;19.97
2021-03-27;61672761;1004;101;22.19
2021-02-24;61403954;1004;101;33.28
2022-03-16;62570722;1004;101;22.19
2021-03-21;61636380;1004;102;11.09
2021-03-24;61631088;1004;101;38.84
2022-03-01;62829569;1004;101;22.19
2021-03-14;61116122;26;101;11.09
2022-02-04;62584179;26;102;19.97
2021-02-22;61541232;26;101;55.49
2022-02-22;62686650;26;102;19.97
2021-02-22;61230391;26;101;11.09
2021-02-01;61375780;26;102;11.09
2022-02-12;62746494;26;101;22.19
2021-02-13;61506447;26;101;61.03
2021-02-12;61333312;26;201;61.03
2021-02-06;60710049;26;201;11.09
2021-02-26;60710049;26;201;11.09
2021-03-19;61565816;26;101;38.84
2021-03-03;61577831;26;101;22.19
2021-03-26;61505370;26;101;11.09
2022-03-05;62844889;26;101;19.97
2021-03-29;61658791;26;102;11.09
2022-03-07;62848142;26;101;22.19
2022-03-18;62894201;26;101;19.97
2021-02-17;61518490;26;101;11.09
2022-03-17;62884555;26;101;19.97
2022-02-08;62749501;26;102;22.19
2021-02-03;61451214;26;101;11.09
2022-02-21;62798733;26;101;79.90
2021-03-12;61356363;26;101;38.84
2021-03-29;61043468;26;101;22.19
2021-03-03;61500020;26;101;66.58
2021-02-23;61525889;26;101;11.09
2022-03-14;62759626;26;101;18.86
2021-02-03;61348281;26;101;11.09
2022-02-14;62752090;26;101;22.19
2021-02-05;60246839;26;101;22.19
2022-02-15;62775072;26;101;22.19
2021-03-03;61512418;26;101;11.09
2022-02-21;62797615;26;101;19.97
2021-02-26;61315886;26;101;22.19
2022-02-18;62789680;26;101;19.97
2022-02-19;62793055;26;101;18.86
2021-02-08;61445436;26;102;27.74
2022-03-02;62831455;26;102;22.19
2022-03-17;62880430;26;101;18.86
2021-02-06;61480853;26;101;22.19
2022-03-30;62766937;26;101;22.19
2021-02-09;60879268;26;101;11.09
2022-03-11;62361734;26;101;22.19
2021-03-12;61614462;26;101;27.74
2022-03-23;62906430;26;101;18.86
2021-03-11;61609241;26;101;22.19
2021-03-30;61558272;26;201;22.19
2022-02-17;62781602;26;102;22.19
2022-02-25;62784020;26;101;18.86
2021-03-02;60890766;26;102;11.09
2021-03-21;61578920;26;102;49.93
2021-02-10;61476198;26;102;11.09
2021-02-22;61497608;26;101;11.09
2022-02-23;62383167;26;101;18.86
2022-03-04;62728523;1004;201;18.86
2021-03-24;61656080;1004;101;22.19
2021-02-01;60857077;1004;101;55.49
2022-03-29;62931190;1004;101;22.19
2021-03-19;61580603;1004;101;11.09
2021-02-15;61376628;1004;101;11.09
2021-03-20;61649091;1004;101;27.74
2021-02-12;61504829;1004;101;22.19
2022-02-14;62768522;1004;101;22.19
2021-03-30;61658661;1004;101;33.28
2022-03-12;62870702;1004;102;22.19
2021-03-14;61418567;26;102;11.09
2022-02-10;62602859;26;101;56.60
2022-03-22;62793498;26;101;19.97
2022-03-08;62839071;26;101;22.19
